Hospital Number,Hospital City
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
1012,Akron
1012,Akron
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
2011,Birmingham
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
3001,Salt Lake City
3001,Salt Lake City
2028,Oakland
2028,Oakland
2028,Oakland
2031,Buffalo
2033,Hartford
2033,Hartford
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
2039,Knoxville
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2026,New York
2026,New York
2026,New York
2026,New York
2026,New York
2026,New York
2026,New York
2026,New York
2026,New York
2026,New York
2026,New York
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2025,Nashville
1012,Akron
1012,Akron
1012,Akron
1012,Akron
1012,Akron
1012,Akron
1012,Akron
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2033,Hartford
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2028,Oakland
2028,Oakland
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2011,Birmingham
2011,Birmingham
2011,Birmingham
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2039,Knoxville
2039,Knoxville
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
2001,Madera
2001,Madera
2001,Madera
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2025,Nashville
2025,Nashville
2025,Nashville
2025,Nashville
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2033,Hartford
2033,Hartford
2033,Hartford
2033,Hartford
2033,Hartford
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
2028,Oakland
2039,Knoxville
2039,Knoxville
2039,Knoxville
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
1012,Akron
1012,Akron
1012,Akron
1012,Akron
1012,Akron
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2013,Milwaukee
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
2025,Nashville
2025,Nashville
2025,Nashville
2025,Nashville
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2001,Madera
2001,Madera
2033,Hartford
2033,Hartford
2033,Hartford
2033,Hartford
2033,Hartford
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2028,Oakland
2028,Oakland
2028,Oakland
2028,Oakland
2039,Knoxville
2039,Knoxville
2033,Hartford
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2033,Hartford
2033,Hartford
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1008,Washington DC
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
2033,Hartford
2033,Hartford
2005,Orange
2005,Orange
2005,Orange
2005,Orange
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2039,Knoxville
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2036,Palo Alto
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
3002,New Haven
3002,New Haven
3002,New Haven
3002,New Haven
3002,New Haven
3002,New Haven
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
3002,New Haven
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
2020,Atlanta
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
